"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Fix Versions","Affect Versions","Area","Milestone","Date Opened","Project","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases","Status"
"Bug","9543","AULTec Feed Modification - BaseColor Parameter","","Medium","Devang Maniar","","202 : Aultec","Undecided","Misc","","03/03/10 05:56 PM","202:AULtec / GID","Devang Maniar","","","0","Chris Fant","0","0","01/16/12 09:36 PM","02/20/12 10:34 PM","","Closed (Fixed)"
"Task","9830","AULtec - Rollout changes to Extract-FlatFile-AULtec.dtsx","","Medium","V-DBO-QA","NOVEMBER1RESOLVEDCLOSURES","202 : Aultec","Undecided","Misc","","03/25/10 09:54 PM","202:AULtec / GID","Sami Uctum","","","0","Bill Hummel","0","0","03/26/10 08:37 PM","11/01/13 04:06 PM","","Closed (Completed)"
"Task","10358","AULtec - GetAuto Certification Number - QA","","Medium","Francis Santos","dbo-team","202 : Aultec","Undecided","Misc","","04/27/10 11:13 PM","202:AULtec / GID","Sami Uctum","","05/14/10 11:00 PM","0","Chris Fant","0","0","01/16/12 06:46 PM","01/16/12 06:46 PM","","Closed (Completed)"
"Feature","10653","AulTec Feed Updates for New AT.com format","","Medium","V-DBO-QA","","202 : Aultec","Undecided","Misc","","05/18/10 08:54 PM","202:AULtec / GID","Krishna Kumar","","","0","Chris Fant","0","0","11/01/13 04:18 PM","11/01/13 04:43 PM","","Closed (Implemented)"
"Bug","10870","AULTec WebService - ""Fail in AutoUplinkReprice: AuthenticationError400""","","High","App Support","","202 : Aultec","Undecided","Misc","","06/07/10 03:03 PM","202:AULtec / GID","Devang Maniar","","","0","Nate Snow","0","0","07/15/10 07:08 PM","01/16/12 08:13 PM","","Closed (Fixed)"
"Bug","11552","Modify PhotoURL output order in AULtec extract file","","Medium","App Support","dbo-team","202 : Aultec","Undecided","Misc","","07/22/10 07:23 PM","202:AULtec / GID","Sami Uctum","","07/22/10 11:00 PM","0","Sami Uctum","0","0","07/22/10 08:51 PM","01/16/12 08:13 PM","","Closed (Fixed)"
"Task","12326","Document New Column containing '-001' in extended properties","","High","V-DBO-QA","","202 : Aultec","Undecided","Misc","","09/16/10 03:37 PM","202:AULtec / GID","Sami Uctum","","","0","Chris Fant","0","0","11/01/13 04:19 PM","11/01/13 04:46 PM","","Closed (Completed)"
"Task","12394","Aultec - Create Report for Data Validation","","Medium","Chris Fant","dbo-team","202 : Aultec","Undecided","Misc","","09/21/10 08:00 PM","202:AULtec / GID","Sami Uctum","","","0","Chris Fant","0","0","11/04/13 06:06 PM","11/04/13 06:06 PM","","Closed (Completed)"
"Task","12790","AULtec Extract: Integrate  InventoryBookoutSelectedOptionList_F","","Medium","V-DBO-QA","NOVEMBER1RESOLVEDCLOSURES","202 : Aultec","Undecided","Misc","","10/22/10 04:42 PM","202:AULtec / GID","Bill Hummel","","","0","Bill Hummel","0","0","10/25/10 04:48 PM","11/01/13 04:06 PM","","Closed (Completed)"
"Task","13083","AULtec - Merchandising View - Conditionally show HTML description in EnhancedVehicleHighlights-001","","Medium","Chris Cortellini","","202 : Aultec","5.20","Misc","","11/10/10 09:19 PM","202:AULtec / GID","Sami Uctum","","","0","Chris Cortellini","0","0","11/12/10 06:25 PM","08/09/11 10:57 PM","13158,","Closed (Completed)"
"Task","13158","AULtec - Merchandising View - Add Dealers to export HTML descriptions","","Medium","Paco Lebron","","202 : Aultec","5.20","Misc","","11/12/10 09:16 PM","202:AULtec / GID","Sami Uctum","","","0","Sami Uctum","0","0","11/15/10 09:16 PM","06/02/11 06:41 PM","","Closed (Completed)"
"Bug","16100","New Inventory Unit In Export not in IMT","","High","Paco Lebron","","202 : Aultec","Undecided","Misc","","06/03/11 05:43 PM","202:AULtec / GID","Paco Lebron","","","0","Bill Hummel","0","0","06/08/11 04:00 PM","06/08/11 04:01 PM","","Closed (Fixed)"
"Bug","16136","AULtec: Automatic Transmission is being sent instead of Manual Transmission (Vehicle Specific)","","Low","Paco Lebron","dbo","202 : Aultec","Undecided","Misc","","06/07/11 04:18 PM","202:AULtec / GID","Paco Lebron","","","0","Paco Lebron","0","0","06/17/11 04:26 PM","06/17/11 04:26 PM","","Closed (Fixed)"
"Bug","16417","SF:47460, Separators are missing from vehicle description ( Multiple Vehicles)","","High","Paco Lebron","","202 : Aultec","Undecided","Misc","","06/21/11 01:37 PM","202:AULtec / GID","Paco Lebron","","","0","Paco Lebron","0","0","06/22/11 02:57 PM","06/22/11 02:57 PM","","Closed (Fixed)"
"Bug","16662","(Untitled)","","Low","Zac Brown","","202 : Aultec","Undecided","Photos","","07/07/11 02:42 PM","202:AULtec / GID","Zac Brown","","","0","Zac Brown","0","0","07/07/11 02:43 PM","07/07/11 02:43 PM","","Closed (Fixed)"
"Task","16831","Finish Photo Services Client integration tests.","","Low","Peter Stephens","","202 : Aultec","Undecided","Photos","","07/18/11 01:11 PM","202:AULtec / GID","Peter Stephens","","","0","Peter Stephens","24","24","09/10/12 01:28 PM","09/10/12 01:28 PM","","Closed (Won't Complete)"
"Task","16921","Cars.com export dealer count","","High","Tomer Alpert","","202 : Aultec","Undecided","Misc","","07/25/11 10:44 PM","202:AULtec / GID","Tomer Alpert","","","0","Tomer Alpert","0","0","09/22/11 04:29 PM","09/22/11 04:29 PM","","Closed (Completed)"
"Task","16987","SF:49427, MAX Stand Alone GID: Inventory and Pricing Lag","","Critical","V-DBO-QA","","202 : Aultec","Undecided","Misc","","08/02/11 11:18 PM","202:AULtec / GID","Paco Lebron","49427","","0","Chris Fant","0","0","09/13/11 05:46 PM","11/01/13 02:55 PM","","Closed (Completed)"
"Project","18134","DATA INTEGRATION PROJECT: Research on Transmitting Inventory online faster to 3rd Party Sites","","High","Paco Lebron","","202 : Aultec","Undecided","Misc","","10/17/11 08:28 PM","202:AULtec / GID","Paco Lebron","","","0","Paco Lebron","0","0","10/19/11 08:45 PM","10/19/11 08:45 PM","","Closed (Completed)"
"Project","18170","DATA INTEGRATION PROJECT: Develop Chrome Process","","Low","Paco Lebron","","202 : Aultec","Undecided","Misc","","10/19/11 08:47 PM","202:AULtec / GID","Paco Lebron","","","0","Paco Lebron","0","0","10/19/11 08:50 PM","10/19/11 08:50 PM","","Closed (Completed)"
"Inquiry","18182","DATA INTEGRATION PROJECT: Inputing Classic Cars for GID Exports","","Medium","Chris Fant","","202 : Aultec","Undecided","Misc","","10/20/11 01:54 PM","202:AULtec / GID","Paco Lebron","","","0","Chris Fant","0","0","11/04/13 06:15 PM","11/04/13 06:15 PM","","Closed (Responded)"
"Inquiry","18183","DATA INTEGRATION PROJECT: CRM Campaign - AutoSoft","","Medium","Chris Fant","","202 : Aultec","Undecided","Misc","","10/20/11 01:59 PM","202:AULtec / GID","Paco Lebron","","","0","Chris Fant","0","0","11/04/13 06:15 PM","11/04/13 06:15 PM","","Closed (Responded)"
"Inquiry","18184","DATA INTEGRATION PROJECT: CRM Campaign - DealerTrack Arkona","","Medium","Chris Fant","","202 : Aultec","Undecided","Misc","","10/20/11 02:08 PM","202:AULtec / GID","Paco Lebron","","","0","Chris Fant","0","0","11/04/13 06:15 PM","11/04/13 06:15 PM","","Closed (Responded)"
"Project","18185","DATA INTEGRATION PROJECT: CRM Campaign - Advent","","Medium","Paco Lebron","","202 : Aultec","Undecided","Misc","","10/20/11 02:13 PM","202:AULtec / GID","Paco Lebron","","","0","Paco Lebron","0","0","11/11/11 03:21 PM","11/11/11 03:21 PM","","Closed (Completed)"
"Bug","18500","DATA INTEGRATION PROJECT: GM CPO Export","","High","Paco Lebron","","202 : Aultec","Undecided","Misc","","11/10/11 01:59 PM","202:AULtec / GID","Paco Lebron","","","0","Paco Lebron","0","0","11/10/11 01:59 PM","11/10/11 01:59 PM","","Closed (Fixed)"
"Project","18501","DATA INTEGRATION PROJECT: Sources of Data By City","","High","Paco Lebron","","202 : Aultec","Undecided","Misc","","11/10/11 02:33 PM","202:AULtec / GID","Paco Lebron","","","0","Paco Lebron","0","0","11/10/11 02:35 PM","11/10/11 02:35 PM","","Closed (Completed)"
"Inquiry","18599","DATA INTEGRATION PROJECT: CRM Campaign - Aeros/eAutoBusiness","","High","Chris Fant","","202 : Aultec","Undecided","Misc","","11/15/11 11:42 PM","202:AULtec / GID","Paco Lebron","","","0","Chris Fant","0","0","11/04/13 06:15 PM","11/04/13 06:15 PM","","Closed (Responded)"
"Project","21042","SF:61601, Setup New VinSolutions Webservice API w/Firstlook","","Low","Devang Maniar","","202 : Aultec","Undecided","Misc","","04/26/12 08:22 PM","202:AULtec / GID","Devang Maniar","61601","","0","Chris Fant","0","0","11/05/12 09:35 PM","11/06/12 04:37 PM","","Closed (Completed)"
"Task","22034","Autotrader online audit 20120620 - Distribution Issues","","Medium","Daniel Hillis","","202 : Aultec","Undecided","Misc","","06/20/12 03:00 PM","202:AULtec / GID","Daniel Hillis","","","0","Jacob Solotaroff","0","0","12/13/12 05:22 PM","12/28/12 03:30 PM","","Closed (Won't Complete)"
