"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Fix Versions","Affect Versions","Area","Milestone","Date Opened","Project","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases","Status"
"Feature","4959","Move GetEdmundsTMV and GetInventoryAdvertisementTextSystemGenerated to Production.","","Medium","Frank Owen","","014 : Production Change Request","Undecided","Corporate","","03/25/09 10:41 PM","014:Production Change Requests","Magdalena Kipiniak","","","","Frank Owen","0","0","03/25/09 10:56 PM","03/30/09 08:14 PM","","Closed (Implemented)"
"Bug","4989","PINGII Add new column to Pricing.SearchResult_A","","Medium","Simon Wenmouth","","014 : Production Change Request","V5_18_03_BugFix","Corporate","","03/30/09 08:14 PM","014:Production Change Requests","Magdalena Kipiniak","","","","Magdalena Kipiniak","0","0","04/07/09 07:59 PM","04/22/09 03:39 PM","","Closed (Fixed)"
"Bug","4991","Move the IMT.dbo.InternetAdvertiserGenerateExport_ReynoldsWS into production","","Medium","Bill Hummel","","014 : Production Change Request","Undecided","Corporate","","03/31/09 07:39 PM","014:Production Change Requests","Magdalena Kipiniak","","","","Bill Hummel","0","0","03/31/09 09:06 PM","04/06/09 11:40 PM","","Closed (Fixed)"
"Bug","5006","MAX/HAL Asset host re-activation","","Medium","Chris Fant","","014 : Production Change Request","V5_18_03_BugFix","Production (Non-DB)","","04/01/09 08:59 PM","014:Production Change Requests","Joe Foster","","","","Chris Fant","0","0","04/20/09 09:01 PM","04/20/09 09:02 PM","","Closed (Fixed)"
"Bug","5039","Move  IMT.dbo.InternetAdvertiserGenerateExport_Autobase to production._","","Medium","Frank Owen","","014 : Production Change Request","Undecided","Corporate","","04/06/09 11:49 PM","014:Production Change Requests","Magdalena Kipiniak","","","","Frank Owen","0","0","04/07/09 12:13 AM","04/07/09 12:17 AM","","Closed (Fixed)"
"Bug","5045","Run the following SQL to fix a new Store - BUID -103048","","Medium","Bill Hummel","","014 : Production Change Request","Undecided","Database","","04/07/09 03:59 PM","014:Production Change Requests","Magdalena Kipiniak","","","","Bill Hummel","0","0","04/07/09 04:55 PM","04/07/09 06:20 PM","","Closed (Fixed)"
"Bug","5058","Move the IMT.dbo.InternetAdvertiserGenerateExport_DealerSpecialties procedure into production","","Medium","Bill Hummel","","014 : Production Change Request","Undecided","Database","","04/07/09 07:25 PM","014:Production Change Requests","Magdalena Kipiniak","","","","Bill Hummel","0","0","04/07/09 09:52 PM","04/07/09 10:13 PM","","Closed (Fixed)"
"Bug","5076","Please move the procedure InternetAdvertiserGenerateExport_CarsDotCom into Production","","Medium","Bill Hummel","","014 : Production Change Request","Undecided","Database","","04/08/09 11:03 PM","014:Production Change Requests","Magdalena Kipiniak","","","","Bill Hummel","0","0","04/08/09 11:11 PM","04/13/09 03:43 PM","","Closed (Fixed)"
"Bug","5093","404 in MessageCenter, referencing bad image in database html","","Medium","Frank Owen","","014 : Production Change Request","V5_18_03_BugFix","Database","","04/09/09 10:03 PM","014:Production Change Requests","Benson Fung","","","","Frank Owen","0","0","04/09/09 10:09 PM","04/09/09 10:11 PM","","Closed (Fixed)"
"Feature","5103","Please move the procedure InternetAdvertiserGenerateExport_ReynoldsWS into Production","","Medium","Bill Hummel","","014 : Production Change Request","Undecided","Corporate","","04/10/09 10:36 PM","014:Production Change Requests","Magdalena Kipiniak","","","","Magdalena Kipiniak","0","0","04/13/09 03:43 PM","04/13/09 03:43 PM","","Closed (Implemented)"
"Bug","5129","Please move the procedure InternetAdvertiserGenerateExport_DealerSpecialties into Production","","Medium","Bill Hummel","","014 : Production Change Request","Undecided","Corporate","","04/14/09 11:00 PM","014:Production Change Requests","Magdalena Kipiniak","","","","Bill Hummel","0","0","04/14/09 11:01 PM","04/15/09 04:46 PM","","Closed (Fixed)"
"Bug","5138","Update InternetAdvertiserGenerateExport_DealerSpecialties to PRODDBO1","","Medium","Bill Hummel","","014 : Production Change Request","Undecided","Database","","04/15/09 05:33 PM","014:Production Change Requests","Magdalena Kipiniak","","","","Bill Hummel","0","0","04/15/09 05:57 PM","04/17/09 04:44 PM","","Closed (Fixed)"
"Feature","5159","Please move the dbo.GetUsageMetricsForSalesForce procedure into Production and Beta.","","Medium","Bill Hummel","","014 : Production Change Request","Undecided","Database","","04/17/09 04:25 PM","014:Production Change Requests","Magdalena Kipiniak","","","","Bill Hummel","0","0","04/17/09 04:36 PM","04/17/09 04:44 PM","","Closed (Implemented)"
"Bug","5218","Move Market.Pricing.HandleLookup_StockNumber to Production","","Medium","Frank Owen","","014 : Production Change Request","Undecided","Database","","04/24/09 10:41 PM","014:Production Change Requests","Magdalena Kipiniak","","","","Frank Owen","0","0","04/24/09 10:55 PM","04/27/09 07:00 PM","","Closed (Fixed)"
"Bug","5222","Move Reports objects to Production from V5_18_03_BugFix","","Medium","Frank Owen","","014 : Production Change Request","Undecided","Database","","04/27/09 07:12 PM","014:Production Change Requests","Magdalena Kipiniak","","","","Magdalena Kipiniak","0","0","04/27/09 08:12 PM","04/27/09 08:12 PM","","Closed (Fixed)"
"Bug","5303","Please move the Market.Pricing.Search#Update procedure from the V5_18_04 branch into production.","","Medium","Bill Hummel","","014 : Production Change Request","Undecided","Corporate","","05/06/09 08:49 PM","014:Production Change Requests","Magdalena Kipiniak","","","","Bill Hummel","0","0","05/06/09 08:56 PM","05/06/09 08:59 PM","","Closed (Fixed)"
"Bug","5305","Update CanUpdateDistanceBucketIDs in production.","","Medium","Bill Hummel","","014 : Production Change Request","Undecided","Corporate","","05/06/09 09:32 PM","014:Production Change Requests","Magdalena Kipiniak","","","","Bill Hummel","0","0","05/06/09 09:41 PM","05/06/09 10:09 PM","","Closed (Fixed)"
"Bug","5328","(Untitled)","","Critical","Joe Foster","","014 : Production Change Request","Undecided","Production (Non-DB)","","05/08/09 04:18 PM","014:Production Change Requests","Joe Foster","","","","Joe Foster","0","0","05/08/09 04:18 PM","05/08/09 04:18 PM","","Closed (Fixed)"
"Bug","5504","FL-Admin manual fix pushed during day 2009-05-28","","Medium","Joe Foster","","014 : Production Change Request","Undecided","Corporate","","05/28/09 05:59 PM","014:Production Change Requests","Joe Foster","","","","Joe Foster","0","0","05/28/09 05:59 PM","05/28/09 05:59 PM","","Closed (Fixed)"
"Bug","5553","JSP live update: BlackBook print page does not contain selected options","","Critical","Chris Fant","","014 : Production Change Request","V5_18_04_P0","Production (Non-DB)","","06/01/09 08:24 PM","014:Production Change Requests","Benson Fung","","06/01/09 09:30 PM","","Benson Fung","0","0","06/18/09 08:04 PM","06/18/09 08:04 PM","","Closed (Fixed)"
"Inquiry","5683","ProdDB Access - PRODDB03SQL:  FIRSTLOOK\Analytics","","Medium","Bill Hummel","","014 : Production Change Request","Undecided","Database","","06/15/09 03:35 PM","014:Production Change Requests","David McGarry","","","","David McGarry","0","0","06/15/09 03:43 PM","06/15/09 03:43 PM","","Closed (Responded)"
"Feature","5696","Dealer Import Process:  DMS Status Code","","Medium","V-DBO-QA","NOVEMBER1RESOLVEDCLOSURES","014 : Production Change Request","Undecided","Database","","06/15/09 09:36 PM","014:Production Change Requests","David McGarry","","","0","Bill Hummel","0","0","06/22/09 09:44 PM","11/01/13 04:10 PM","","Closed (Implemented)"
"Bug","5762","SF:28498, P0, Trade Analyzer run on the first VIN produces DPP (Multiple Stores)  (ref:00D0hatC.50002FZme:ref)","","Critical","Joe Foster","","014 : Production Change Request","V5_18_04_P0_3","Production (Non-DB)","","06/18/09 04:45 PM","014:Production Change Requests","App Support","","","","Joe Foster","0","0","06/23/09 03:30 PM","06/23/09 03:30 PM","","Closed (Fixed)"
"Bug","5786","Potential fix to SmartAuctionQuickTurn TradeAnalyzer dpp","","Critical","Joe Foster","","014 : Production Change Request","V5_18_04_P0_3","Production (Non-DB)","","06/19/09 05:15 PM","014:Production Change Requests","Benson Fung","","","","Benson Fung","0","0","06/29/09 05:02 PM","06/29/09 05:02 PM","","Closed (Fixed)"
"Bug","5813","SmartAuctionOpen AccessGroupType correction","","Medium","Chris Fant","","014 : Production Change Request","V5_18_04_P0_3","Database","","06/22/09 06:06 PM","014:Production Change Requests","Benson Fung","","","","Bill Hummel","0","0","06/22/09 09:39 PM","06/23/09 03:23 PM","","Closed (Fixed)"
"Bug","5890","Keynote Logins not working for MAX stores, error 500 ","","Medium","Joe Foster","","014 : Production Change Request","PingII PhaseVI","Production (Non-DB)","","06/25/09 04:00 PM","014:Production Change Requests","Joe Foster","","","","Joe Foster","0","0","07/07/09 02:27 PM","07/07/09 02:27 PM","","Closed (Fixed)"
"Bug","6382","Implement the script DeleteDuplicateCarfaxVehiclesAndAddConstraint.sql in the Production environment","","Medium","Magdalena Kipiniak","","014 : Production Change Request","Undecided","Corporate","","07/28/09 09:53 PM","014:Production Change Requests","Magdalena Kipiniak","","","0","Bill Hummel","0","0","07/28/09 10:29 PM","03/29/10 09:42 PM","","Closed (Fixed)"
"Task","6461","Please implement CreateRPCsDueToCarfaxErrors","","Medium","Magdalena Kipiniak","","014 : Production Change Request","Undecided","Database","","08/03/09 02:14 PM","014:Production Change Requests","Magdalena Kipiniak","","","0","Magdalena Kipiniak","0","0","03/29/10 09:53 PM","03/29/10 09:53 PM","","Closed (Completed)"
"Bug","6465","Please move Carfax.ReportProcessorCommand#Fetch into production","","Medium","Magdalena Kipiniak","","014 : Production Change Request","Undecided","Database","","08/03/09 04:07 PM","014:Production Change Requests","Magdalena Kipiniak","","","0","Bill Hummel","0","0","08/03/09 05:53 PM","03/29/10 09:07 PM","","Closed (Fixed)"
"Task","6466","Assign all members to Carfax\AutoCheck","","Medium","Magdalena Kipiniak","","014 : Production Change Request","Undecided","Database","","08/03/09 04:42 PM","014:Production Change Requests","Magdalena Kipiniak","","","0","Bill Hummel","0","0","08/03/09 05:53 PM","08/03/09 05:55 PM","","Closed (Completed)"
"Task","6626","Run DeleteErroneouslyPurchasedCarfaxReportsFromVehicleDealer","","Medium","Magdalena Kipiniak","","014 : Production Change Request","Undecided","Database","","08/14/09 08:54 PM","014:Production Change Requests","Magdalena Kipiniak","","","0","Magdalena Kipiniak","0","0","08/14/09 10:43 PM","08/14/09 10:43 PM","","Closed (Completed)"
"Bug","6946"," Run script\procedure in Market to remedy P06937","","Medium","Magdalena Kipiniak","","014 : Production Change Request","Undecided","Corporate","","09/03/09 09:52 PM","014:Production Change Requests","Magdalena Kipiniak","","","0","Bill Hummel","0","0","09/04/09 04:17 PM","03/29/10 10:15 PM","","Closed (Fixed)"
"Task","7100","Run UpdateCarfaxAccountInfoAndRepurchaseReports.sql in BETA.","","Medium","V-DBO-QA","NOVEMBER1RESOLVEDCLOSURES","014 : Production Change Request","Undecided","Corporate","","09/22/09 05:06 PM","014:Production Change Requests","Magdalena Kipiniak","","","0","Bill Hummel","0","0","09/22/09 10:48 PM","11/01/13 04:06 PM","","Closed (Completed)"
"Task","7107","Please move change of InternetAdvertiserGenerateExport_Autoexpress to Production","","Medium","V-DBO-QA","NOVEMBER1RESOLVEDCLOSURES","014 : Production Change Request","Undecided","Corporate","","09/22/09 08:52 PM","014:Production Change Requests","Magdalena Kipiniak","","","0","Bill Hummel","0","0","09/22/09 10:45 PM","11/01/13 04:06 PM","","Closed (Completed)"
"Task","7280","Please move DBASTAT. dbo.Dataload_ProcessInventoryInserts into Produciton","","Medium","Magdalena Kipiniak","","014 : Production Change Request","Undecided","Database","","10/07/09 04:57 PM","014:Production Change Requests","Magdalena Kipiniak","","","0","Laura Prowicz","0","0","10/07/09 05:07 PM","03/29/10 10:19 PM","","Closed (Completed)"
"Task","7297","Move GMAC Export procedures to production","","Critical","Satwinder Kahlon","","014 : Production Change Request","Undecided","Corporate","","10/09/09 08:51 PM","014:Production Change Requests","Magdalena Kipiniak","","","0","Bill Hummel","0","0","10/09/09 10:19 PM","12/21/09 06:38 PM","","Closed (Completed)"
"Task","8549","Move 4 Hotfix  procedures to BETADB01\PRODDB01","","Medium","Bill Hummel","","014 : Production Change Request","Undecided","Corporate","","01/04/10 10:25 PM","014:Production Change Requests","Magdalena Kipiniak","","","0","Magdalena Kipiniak","0","0","01/05/10 08:33 PM","01/05/10 08:33 PM","","Closed (Completed)"
"Task","9058","Copy AULtec Extract package to Production","","Medium","Ameena Lalani","","014 : Production Change Request","Undecided","Database","","01/29/10 07:18 PM","014:Production Change Requests","Sami Uctum","","","0","Ameena Lalani","0","0","02/04/10 09:15 PM","02/04/10 09:15 PM","","Closed (Completed)"
