"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Milestone","Date Opened","Project","QA Buddy","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases"
"Internal Task","38685","Clean up ""default()"" usage in code","0","Medium","V-MAX-Architect","","Undecided","03/02/17 03:23 PM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Inquiry","38512","RCI CRM EndPoint - 500 Error ","0","Low","Akshai Rathore","","Undecided","02/02/17 05:52 PM","002:FLM","","ITO","","","0","","0","0","","",""
"Bug","38660","Rounding is different in Command Center Reports","0","Medium","V-MAX-PRODUCT","","Undecided","02/27/17 05:15 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","38650","SF:211795, Reporting Issue - Trade Analyzed Report Issue","0","Medium","V-MAX-PRODUCT","","Undecided","02/24/17 04:19 PM","002:FLM","","Michael Morales","211795","","0","","0","0","","",""
"Feature","37931","Feature:  DSR/MAX4WEB Internet Price Suppression Toggle","0","Medium","V-MAX-PRODUCT","","Undecided","10/18/16 07:17 PM","002:FLM","","Bill Rogalla","211945","","0","","0","0","","",""
"Internal Task","38636","CPOV Certified does not get set during Auto-Approve, why?","0","Medium","V-MAX-Architect","","Undecided","02/21/17 09:59 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Bug","38487","SF:206578, Customer Offer Letter Printing ""Null Null"" As Customers Name","5","Low","Michael Morales","","Undecided","01/27/17 06:23 PM","002:FLM","Deepa Ravishankar","Michael Morales","206578","","0","","0","0","","",""
"Bug","38616","SF:210515, FL Mobile App Issue - Trim level selected in FL Mobile App not going to desktop","0","Medium","V-MAX-PRODUCT","","Undecided","02/19/17 12:02 AM","002:FLM","","Michael Morales","210515","","0","","0","0","","",""
"Feature","38609","SF:210666, New Car Pricing, % of Market Calc - Kenny Ross Group","0","Medium","V-MAX-PRODUCT","","Undecided","02/17/17 10:07 PM","002:FLM","","Michael Morales","210666","","0","","0","0","","",""
"Bug","36217","Window Sticker Project Parent Case","0","High","Bill Rogalla","wsproject","Undecided","04/05/16 07:50 PM","002:FLM","","Bill Rogalla","","","0","","0","0","","","26759,30580,35961,36174,"
"Bug","38585","Profit Max: Long Stock # makes the car info to slide down","0","Medium","Bill Rogalla","","Undecided","02/15/17 07:43 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","38578","Appraisal: Able to create/save Appraisal with Appraiser/Buyer Name having special characters","0","Medium","V-MAX-PRODUCT","","Undecided","02/15/17 04:25 PM","002:FLM","","Deepa Ravishankar","","","0","","0","0","","",""
"Bug","38579","Appraisal: able to create Customer Offer with special characters in Customer Name","0","Medium","V-MAX-PRODUCT","","Undecided","02/15/17 04:49 PM","002:FLM","","Deepa Ravishankar","","","0","","0","0","","",""
"Internal Defect","38566","Alert message does not appears when market listings are less than 5 on profit max page.","0","Medium","V-MAX-PRODUCT","","Undecided","02/13/17 02:37 PM","002:FLM","","Shailesh Panchal","","","0","","0","0","","",""
"Feature","38563","SF:209357, RE: STD don Moore group - Change mapping","0","Medium","V-MAX-PRODUCT","","Undecided","02/10/17 11:02 PM","002:FLM","","Michael Morales","209357","","0","","0","0","","",""
"Bug","38564","SF:209250, M4W Button - Needs to be Subaru Approved","0","Medium","V-MAX-PRODUCT","","Undecided","02/10/17 11:33 PM","002:FLM","","Michael Morales","209250","","0","","0","0","","",""
"Bug","32866","MAX: Chronic IE ""Leave Page"" Pop Up","","Medium","V-MAX-Engineers","","Undecided","03/25/15 04:17 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","38554","SF:208808, Etter Ford - Local Listing Missing From Market Listings on Cost To Market","0","Medium","V-MAX-PRODUCT","","Undecided","02/08/17 08:29 PM","002:FLM","","Michael Morales","208808","","0","","0","0","","",""
"Task","38555","Log Error in thread ApplyInventoryDiscountCampaignTask0","0","Medium","V-MAX-PRODUCT","","Undecided","02/08/17 10:20 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Bug","38550","SF:208739, Android User Unable To Download App","0","Medium","V-MAX-PRODUCT","","Undecided","02/08/17 07:09 PM","002:FLM","","Michael Morales","208739","","0","","0","0","","",""
"Bug","38546","View Auction Report :Column names in the header is not Visible.","0","Medium","V-MAX-PRODUCT","","Undecided","02/08/17 12:48 PM","002:FLM","","Abhishek Kumar","","","0","","0","0","","",""
"Bug","38545","SF:208566, Profit MAX Issue-- M Sport Not a Selectable Package","0","Medium","V-MAX-PRODUCT","","Undecided","02/07/17 10:26 PM","002:FLM","","Michael Morales","208566","","0","","0","0","","",""
"Task","38541","SF:208556, Needs Re-Pricing Null on FL Homescreen- Link Doesnt Work","0","Medium","V-MAX-PRODUCT","","Undecided","02/07/17 02:55 PM","002:FLM","","Michael Morales","208556","","0","","0","0","","",""
"Bug","38535","SF:208509, FL Mobile App Issue - Unable to Pull Book Values, Persistent Error Message","0","Medium","V-MAX-PRODUCT","","Undecided","02/06/17 10:49 PM","002:FLM","","Michael Morales","208509","","0","","0","0","","",""
"Bug","38100","SF:195530, Appraisal Closing Rate Report vs Homescreen Disparity","0","Medium","Bill Rogalla","","Undecided","11/17/16 05:31 PM","002:FLM","","Dan Webster","195530","","0","","0","0","","",""
"Task","38516","Online Classified Performance report showing ""no data"" for dealership names in the dealership column.","0","Medium","V-MAX-PRODUCT","","Undecided","02/02/17 09:24 PM","002:FLM","","Troy Hemstreet","","","0","","0","0","","",""
"Project","38509","Mobile - Release (30.1)","0","Medium","V-IMS-ProductMgmt","","Undecided","02/01/17 09:30 PM","002:FLM","","Joseph Laochaloenvanich","","","0","","0","0","","",""
"Internal Task","38496","update resharper dot settings file","0","Medium","Daniel Hillis","","Undecided","01/31/17 01:44 AM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Internal Task","38240","Market Listing API - Refactor code that checks to include current vehicle in Listings ","0","Medium","V-MAX-Architect","","Undecided","12/13/16 04:29 PM","002:FLM","","Vivek Rane","","","0","","0","0","","",""
"Bug","34265","Market Listing API: No Data Returned For 2010 Nissan","0","Medium","V-MAX-PRODUCT","","Undecided","09/09/15 07:34 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","34825","Market Listings API Query by years only returns results for the last year in the group","0","Medium","V-MAX-PRODUCT","","Undecided","11/23/15 04:25 PM","002:FLM","","J. Travis Huber","","","0","","0","0","","",""
"Task","36396","Modify stock_type criteria to allow multiple types","0","Medium","V-MAX-PRODUCT","","Undecided","04/22/16 03:51 PM","002:FLM","","J. Travis Huber","","","0","","0","0","","",""
"Bug","37754","SF:187058, FirstLook Search Bar Not Loading Data - Profit MAX Pricing Summary- Blank Screen","0","Medium","V-MAX-PRODUCT","","Undecided","09/26/16 07:21 PM","002:FLM","","Dan Webster","187058","","0","","0","0","","",""
"Bug","38466","On Appraisal, Rank value updates incorrectly.","0","Medium","V-MAX-PRODUCT","","Undecided","01/23/17 03:11 PM","002:FLM","","Shailesh Panchal","","","0","","0","0","","",""
"Internal Task","37271","Clean up InventoryDataFilter sorting logic","0","Medium","V-MAX-Architect","eat","Undecided","07/22/16 09:10 PM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Internal Task","37335","Chrome Incentives - guard against text changes in data","0","Medium","V-MAX-Architect","","Undecided","07/30/16 01:12 AM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Internal Task","37337","Chrome Incentive - eliminate redundant audit rows","0","Medium","V-MAX-Architect","","Undecided","07/30/16 02:22 AM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Internal Task","37338","Chrome Incentives - data retention enforcement","0","Medium","V-MAX-Architect","","Undecided","07/30/16 02:26 AM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Internal Task","37396","Chrome Incentive - change clustering on pricing.InventoryActiveIncentives","0","Medium","V-MAX-Architect","","Undecided","08/08/16 03:53 AM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Internal Task","37409","Chrome Incentives - Change scheduler logic to empty the queue","0","Medium","V-MAX-Architect","","Undecided","08/08/16 08:09 PM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Bug","38373","EStock Card - Customer Offer : selected Equipment Options are not loaded in Email","0","Medium","V-MAX-PRODUCT","","Undecided","01/06/17 11:51 AM","002:FLM","","Deepa Ravishankar","","","0","","0","0","","",""
"Internal Task","35652","Wanamaker installers do not transform web.configs","0","Medium","V-MAX-Architect","","Undecided","02/11/16 05:40 AM","002:FLM","","J. Travis Huber","","","0","","0","0","","",""
"Internal Task","36736","Remove ReSharper disable  CoercedEqualsUsing from PricingAnalysis/Base.js","0","Medium","V-MAX-Architect","","Undecided","05/25/16 07:47 PM","002:FLM","","Troy Hemstreet","","","0","","0","0","","",""
"Internal Task","36737","Need to remove Resharper disables in InventoryOverview/Base.js","0","Medium","V-MAX-Architect","","Undecided","05/25/16 07:57 PM","002:FLM","","Troy Hemstreet","","","0","","0","0","","",""
"Internal Task","36947","Add support for new age field from selfridge api","0","Medium","V-MAX-Architect","","Undecided","06/21/16 07:49 PM","002:FLM","","J. Travis Huber","","","0","","0","0","","",""
"Internal Task","37062","Dependency Injection containers are like rabbits","0","Medium","V-MAX-Architect","","Undecided","06/30/16 09:01 PM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Internal Task","37077","Fix ""implementing memcached client"" log messages","0","Medium","V-MAX-Architect","","Undecided","07/01/16 08:25 PM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Internal Task","37724","Create a message stack","0","Medium","V-MAX-Architect","Messaging","Undecided","09/20/16 10:56 PM","002:FLM","","J. Travis Huber","","","0","","0","0","","",""
"Internal Task","38043","Merchandising.timeToMarket.TimeToMarketV2#GetRecentlyActiveVehicles -- optimize please","0","Medium","V-MAX-Architect","","Undecided","11/09/16 04:34 PM","002:FLM","","Bill Hummel","","","0","","0","0","","",""
"Internal Task","38050","VehicleCatalog.Edmunds.GetEdmundsTMVValues* -- figure out why it's called so many times","0","High","V-MAX-Architect","","Undecided","11/09/16 11:14 PM","002:FLM","","Bill Hummel","","","0","","0","0","","",""
"Internal Task","38103","Need to augment chrome to identify options as packages","0","Medium","V-MAX-Architect","","Undecided","11/17/16 08:39 PM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Internal Task","38117","Chadmin maintenance - config issues","0","Medium","V-MAX-Architect","","Undecided","11/22/16 03:39 AM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Internal Task","38413","Delete dead projects","0","Medium","V-MAX-Architect","","Undecided","01/12/17 09:04 PM","002:FLM","","J. Travis Huber","","","0","","0","0","","",""
"Internal Task","38443","Improve GetMarketData method regarding the handling of an ""unset"" ChromeStyleId","0","Medium","V-MAX-Architect","ChromeStyles","Undecided","01/17/17 05:14 PM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Internal Task","38445","Clean up ChromeStyleSet code, processing of StyleSetMessage messages","0","Medium","V-MAX-Engineers","ChromeStyles","Undecided","01/17/17 05:46 PM","002:FLM","","Daniel Hillis","","","0","","0","0","","",""
"Bug","38454","SF:205002, Discrepancies in Command Center and PMAX","0","Medium","Bill Rogalla","","Undecided","01/18/17 07:10 PM","002:FLM","","Michael Morales","205002","","0","","0","0","","",""
"Feature","37589","Create a ""Closer"" settings page","0","Medium","Bill Rogalla","","Undecided","08/30/16 06:29 PM","002:FLM","","Michelle C Clay","156361","","0","","0","0","","","35726,35849,36002,"
"Internal Task","38424","Remove InventoryService from TaskRunnerBase ","0","Medium","V-MAX-Architect","","Undecided","01/13/17 06:03 PM","002:FLM","","J. Travis Huber","","","0","","0","0","","",""
"Task","38439","Max: Remove or Repair Inoperative Alerting Report Subscription","0","Medium","V-MAX-PRODUCT","","Undecided","01/17/17 12:16 AM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","38449","SF:204955, Inaccurate Reporting For Accident In Carfax Report","0","Medium","V-MAX-PRODUCT","","Undecided","01/17/17 09:27 PM","002:FLM","","Michael Morales","204955","","0","","0","0","","",""
"Bug","38451","FL Mobile:  Manual Books - Style page is long list of similar style names","0","Medium","V-MAX-PRODUCT","android","Undecided","01/18/17 04:51 PM","002:FLM","","Darren Bokor","","","0","","0","0","","",""
"Bug","38453","FL Mobile:  Manual Books - no NADA data for some vehicles","0","Medium","V-MAX-PRODUCT","android","Undecided","01/18/17 05:10 PM","002:FLM","","Darren Bokor","","","0","","0","0","","",""
"Task","37515","Research PING References in Merchandising","13","Medium","J. Travis Huber","","Undecided","08/18/16 02:32 PM","002:FLM","","Kara Korte","","","1","","24","24","","",""
"Internal Defect","38380","Max Dashboard: Tabs not rendering properly","0","Ground Level","V-MAX-PRODUCT","","Undecided","01/09/17 08:43 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","38381","SF:197252, PMR Report - Pricing History for Retail Inventory Sold (DMS)","0","Medium","Bill Rogalla","","Undecided","01/09/17 09:56 PM","002:FLM","","Michael Morales","197252","","0","","0","0","","",""
"Bug","38384","STA when directed to Max Merchandising for a car that does not have trim set","0","High","V-MAX-PRODUCT","","Undecided","01/10/17 07:11 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Task","38385","Dashboard: view details link is bleeding into the x values","0","High","V-MAX-PRODUCT","","Undecided","01/10/17 07:24 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Bug","31360","SF:102796, PMR Report Inquiry- Retail/Wholesale Profitability by Appraiser","","Medium","Bill Rogalla","","Undecided","10/14/14 06:30 PM","002:FLM","","Bill Rogalla","102796","","0","","0","0","","",""
"Task","32126","Read-Only Database","","Medium","V-MAX-DATA-Engineers","","Undecided","01/15/15 03:29 AM","002:FLM","","J. Travis Huber","","","0","","0","0","","",""
"Internal Task","32372","service heartbeats: ping loggly in addition to cloudwatch","","Medium","V-MAX-DATA-Engineers","","Undecided","02/09/15 10:01 PM","002:FLM","","Dave Speer","","","0","","0","0","","",""
"Internal Task","32373","Automate Write-To-Read snapshots with DNS swap.","","Medium","V-MAX-DATA-Engineers","","Undecided","02/09/15 10:01 PM","002:FLM","","Dave Speer","","","0","","0","0","","",""
"Internal Task","32382","job configs in db","","Medium","V-MAX-DATA-Engineers","","Undecided","02/09/15 10:06 PM","002:FLM","","Dave Speer","","","0","","0","0","","",""
"Internal Task","32385","tune spot market strategies?","","Medium","V-MAX-DATA-Engineers","","Undecided","02/09/15 10:07 PM","002:FLM","","Dave Speer","","","0","","0","0","","",""
"Internal Task","32475","move analytics to own account","","Medium","V-MAX-DATA-Engineers","","Undecided","02/19/15 04:08 PM","002:FLM","","Dave Speer","","","0","","0","0","","",""
"Internal Task","32481","Refactor Temp Storage code used by fetcher/downloader/expander","","Medium","V-MAX-DATA-Engineers","","Undecided","02/19/15 04:27 PM","002:FLM","","Dave Speer","","","0","","0","0","","",""
"Internal Task","32496","Implement caching in web service layer on max data","","Medium","V-MAX-DATA-Engineers","","Undecided","02/19/15 04:49 PM","002:FLM","","Dave Speer","","","0","","0","0","","",""
"Bug","33029","SF:116808, FirstLook Search Engine Results Loading Issue-Chrome Browser","","Medium","Bill Rogalla","chromeremediation","Undecided","04/15/15 02:39 PM","002:FLM","","Bill Rogalla","116808","","0","","0","0","","",""
"Bug","33449","Blue pricing bar doesn't have rounded angles","","Medium","V-MAX-PRODUCT","","Undecided","05/28/15 10:08 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","33615","SF:121714, April to May Time to Market calculations inaccurate/different","","Medium","Bill Rogalla","roadmap","Undecided","06/09/15 09:44 PM","002:FLM","","Bill Rogalla","121714","","0","","0","0","","",""
"Bug","33640","Search on Cars.com issues: Distance, Make","","Medium","V-MAX-PRODUCT","","Undecided","06/12/15 05:10 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","33747","SF:123748, Hendrick Transfers Email Look-Up Request","","Low","Bill Rogalla","dbo","Undecided","06/25/15 08:31 PM","002:FLM","","Bill Rogalla","123748","","0","","0","0","","",""
"Bug","33900","Toyota logo looks different from original logo","0","Medium","V-MAX-PRODUCT","","Undecided","07/21/15 09:02 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","34009","Show Pricing History does not have grey background","0","Medium","V-MAX-PRODUCT","","Undecided","08/03/15 07:11 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","34022","Extra pixels near AutoCheck tab","0","Medium","V-MAX-PRODUCT","","Undecided","08/04/15 04:20 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","34100","Profit Max: Alert for Too few matching vehicles is not aligned with the Pricing Bar","0","Medium","V-MAX-Engineers","","Undecided","08/12/15 10:44 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Task","34106","get the math right on VO ServiceLoad alerts","0","Medium","V-MAX-DATA-Engineers","","Undecided","08/13/15 07:20 PM","002:FLM","","Dave Speer","","","0","","0","0","","",""
